19:16:57,621 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [DEBUG_LEVEL_REMAPPER] to Logger[org.springframework.boot.actuate.endpoint.jmx]
19:16:57,621 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.thymeleaf] to false
19:16:57,621 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [DEBUG_LEVEL_REMAPPER] to Logger[org.thymeleaf]
19:16:57,622 |-INFO in ch.qos.logback.core.joran.util.ConfigurationWatchListUtil@21588809 - Adding [jar:file:/usr/local/games/mallBusi/account-sevice-0.0.1-SNAPSHOT.jar!/BOOT-INF/lib/spring-boot-1.5.2.RELEASE.jar!/org/springframework/boot/logging/logback/console-appender.xml] to configuration watch list.
19:16:57,622 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@14899482 - URL [jar:file:/usr/local/games/mallBusi/account-sevice-0.0.1-SNAPSHOT.jar!/BOOT-INF/lib/spring-boot-1.5.2.RELEASE.jar!/org/springframework/boot/logging/logback/console-appender.xml] is not of type file
19:16:57,625 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
19:16:57,625 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [CONSOLE]
19:16:57,626 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
19:16:57,628 |-INFO in ch.qos.logback.core.joran.util.ConfigurationWatchListUtil@21588809 - Adding [jar:file:/usr/local/games/mallBusi/account-sevice-0.0.1-SNAPSHOT.jar!/BOOT-INF/lib/spring-boot-1.5.2.RELEASE.jar!/org/springframework/boot/logging/logback/file-appender.xml] to configuration watch list.
19:16:57,628 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@14899482 - URL [jar:file:/usr/local/games/mallBusi/account-sevice-0.0.1-SNAPSHOT.jar!/BOOT-INF/lib/spring-boot-1.5.2.RELEASE.jar!/org/springframework/boot/logging/logback/file-appender.xml] is not of type file
19:16:57,632 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
19:16:57,632 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [FILE]
19:16:57,633 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
19:16:57,634 |-INFO in ch.qos.logback.core.rolling.FixedWindowRollingPolicy@2f333739 - No compression will be used
